URL,embedded_domain_in_path,ip_address,dictionary_word,targeted_brand,ext url,Phishing,Subdomains,Prefix-Suffix,Anchor Tag,Tags,Forms,SSL Expiry Date,SSL Cert Check,Alexa Ranking,URL Length,URL Shortened,Redirects User,URL has @ Symbol,URL has HTTPS,URL Small,URL Medium,URL Large,Small Domain,Large Domain,ORG Domain,COM Domain,Has PHP Pages,Is Palindrome,Numbers in Domain,X Domain,Vowels in URL,Deal in URL,Download in URL,Free in URL,BJKT in URL,URL is Happy,Just Why,Rar or Zip in URL,Large number of Subdomains,Small number of Subdomains
https://customer.xfinity.com/#/?cmp=nav_myaccount_myxfinity_au,1,-1,1,-1,-1,no,3,1,300,100,1,133,0,278,62,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,14,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.hurriyet.com.tr/iki-yeni-gorev-iddiasi-40531060,1,-1,-1,-1,-1,no,4,1,159,100,1,93,0,540,58,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,14,-1,-1,-1,-1,-1,1,-1,-1,-1
http://amazon-account-manage.amazon-webapps-account-alert.tk/ap/carda.php?7fedf89c7418d32bf350021-adds_virefication4d9fd0fedf89c7418d32bf5,1,-1,1,1,99,yes,3,-1,300,N-N,0,69,-1,538000,138,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,0,-1,-1,31,-1,-1,-1,-1,-1,1,-1,-1,-1
http://imageshack.com/handle_redirect.php?ser=219&file=cadir2yr3.jpg,0,-1,-1,-1,-1,no,2,1,1,100,1,183,0,7500,68,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,15,-1,-1,-1,-1,-1,1,-1,-1,1
http://info0ifbt921177.000webhostapp.com/payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,0,-1,1,-1,-1,yes,3,1,300,N-N,0,253,0,3664,131,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,31,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.bestcareerleap.com/classroom-training/msp2016/microsoft-project-2016-certification-training-canada,1,-1,-1,1,-1,yes,3,1,1,100,1,497,0,14044272,109,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,30,-1,-1,-1,-1,-1,1,-1,-1,-1
https://news.ycombinator.com/sso,1,-1,-1,-1,-1,no,3,1,200,100,1,322,0,3005,32,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,7,-1,-1,-1,-1,1,1,-1,-1,-1
http://tokotiara.id/verification.php?close=ky0tls0tls0tls0tls0tls0tls0tluvtywlsieluzm8tls0tls0tls0tls0tls0tls0tls0tls0tlssnckvtywlsidogdqpqyxnzd29yzca6ia0ksvagqwrkcmvzcya6idk1ljg1ljgumtuzdqpnb3ppbgxhlzuumcaov2luzg93cybovca2ljepiefwcgxlv2vis2l0lzuzny4zniaos0hutuwsigxpa2ugr2vja28pienocm9tzs80ms4wljiymjgumcbtywzhcmkvntm3ljm2dqorls0tls0tls0tls0tls0tls0tls0tls0tlurvy3mgumvzdwx0cy0tls0tls0tls0tls0tls0tls0tkw0k,0,-1,1,-1,-1,yes,2,1,300,N-N,0,69,-1,538000,407,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,57,-1,-1,-1,-1,-1,1,-1,-1,1
http://vlassi.gr/newsletter_uploads/files/cn.html,-1,-1,-1,-1,-1,yes,2,1,300,N-N,0,69,-1,13649231,49,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,-1,10,-1,-1,-1,-1,-1,1,-1,-1,1
http://qdrink.com.br/boa/boa,-1,-1,-1,-1,-1,yes,3,1,300,N-N,0,66,0,538000,28,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,6,-1,-1,-1,-1,-1,1,-1,-1,-1
https://github.com/session,-1,-1,-1,-1,-1,no,2,1,177,100,1,609,0,64,26,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,6,-1,-1,-1,-1,-1,1,-1,-1,1
http://www.pasajedebus.cl/information/step2.php,1,-1,-1,-1,-1,yes,3,1,300,N-N,0,69,-1,538000,47,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,11,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.koylerimiz.info/haber/resim/b_58_koy-yayik-ayrani-yapilisi.jpg,1,-1,-1,-1,-1,no,3,1,1,N-N,1,253,-1,539648,73,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,20,-1,-1,-1,-1,1,1,-1,-1,-1
http://cretdjghj.5gbfree.com/y/t/y1.html,-1,-1,-1,-1,-1,yes,3,1,300,N-N,0,69,-1,108724,40,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,-1,4,-1,-1,1,-1,1,1,-1,-1,-1
http://www.7-zip.org/,1,-1,-1,-1,-1,no,3,-1,200,100,1,63,0,8063,21,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,2,-1,-1,-1,-1,-1,1,1,-1,-1
http://www.hcch.net/upload/abc12e.pdf,1,-1,-1,-1,99,no,3,1,1,N-N,1,180,0,162442,37,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,6,-1,-1,-1,-1,1,1,-1,-1,-1
http://orange-bureau-business.com/modules/mod-orange-web/27d957f8091cfba199e68cf7575e7619/index.php,1,-1,-1,1,-1,yes,2,-1,300,N-N,0,69,-1,538000,99,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,-1,24,-1,-1,-1,-1,1,1,-1,-1,1
http://www.tgifdispatchll011.com/square/sq/ma/index2.php,1,-1,-1,-1,-1,yes,3,1,200,100,1,69,-1,538000,56,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,-1,10,-1,-1,-1,-1,-1,1,-1,-1,-1
http://buysellallfloridahomes.com/wp-content/uploads/cox/,-1,-1,-1,-1,-1,yes,2,1,300,N-N,0,35,0,10149027,57,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,15,-1,-1,-1,-1,1,1,-1,-1,1
http://www.confirmation-pages61543.com/verification17/recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,1,-1,1,-1,-1,yes,3,-1,1,100,1,525,1,538000,166,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,41,-1,-1,-1,-1,-1,1,-1,-1,-1
http://pentrucristian.ro/jeroldmccoy/file1/docx/,-1,-1,-1,-1,-1,yes,2,1,300,N-N,0,69,-1,538000,48,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,12,-1,-1,-1,-1,-1,1,-1,-1,1
http://log-upgrade-helpdata-isetting-data-us.akunnet.com/up/verification/66aem8e4mbd484ced943/qes.php,1,-1,1,-1,-1,yes,3,-1,300,N-N,0,69,-1,538000,101,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,-1,29,-1,-1,-1,-1,1,1,-1,-1,-1
http://help.overdrive.com/,1,-1,-1,-1,-1,no,3,1,204,100,1,405,0,2866,26,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,6,-1,-1,-1,-1,1,1,-1,-1,-1
http://www.pasajedebus.cl/information/step2.php,1,-1,-1,-1,-1,yes,3,1,300,N-N,0,69,-1,538000,47,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,11,-1,-1,-1,-1,-1,1,-1,-1,-1
http://scikit-learn.github.io/stable,1,-1,-1,-1,-1,no,3,-1,259,100,1,626,0,7500,36,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,10,-1,-1,-1,-1,1,1,-1,-1,-1
http://goog-le-2309fe.000webhostapp.com/verify.html,1,-1,1,-1,-1,yes,3,-1,300,N-N,0,253,0,3664,51,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,10,-1,-1,-1,-1,1,1,-1,-1,-1
http://ieeexplore.ieee.org/document/8004877/?reload=true,1,-1,-1,-1,-1,no,3,1,195,100,1,296,0,717,56,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1,1,19,-1,-1,-1,-1,1,1,-1,-1,-1
http://www.guitarcenter.com/,1,-1,-1,-1,-1,no,3,1,203,100,1,140,0,3979,28,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,6,-1,-1,-1,-1,1,1,-1,-1,-1
http://info5272ni770.000webhostapp.com/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,-1,-1,1,-1,-1,yes,3,1,300,N-N,0,253,0,3664,128,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,31,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.experian.com/consumer/login.html,1,-1,1,-1,-1,no,3,1,191,100,1,473,0,5801,43,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,10,-1,-1,-1,-1,1,1,-1,-1,-1
http://xarxesnetworking.com/googleloginpage/googledoc/ex3r/index.php,0,-1,1,1,-1,yes,2,1,300,N-N,0,69,-1,538000,68,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,0,-1,1,20,-1,-1,-1,-1,-1,1,-1,-1,1
http://imprezyhistoryczne.com/wp-admin/user/acct/9/,-1,-1,1,-1,-1,yes,2,1,300,N-N,0,287,0,538000,51,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,11,-1,-1,-1,-1,1,1,-1,-1,1
https://books.google.com/books?id=vgievjzlxjyc&pg=pa27&lpg=pa27&dq=bike+maintenance+diameter&source=bl&ots=fahvis2wnr&sig=poasah8fxmmgkd6vbf1i8mll-io&hl=en&sa=x&ved=0ahukewjh_nw5r9_vahxhz1qkhuv6az0q6aeirdaf,1,-1,-1,1,-1,no,3,1,150,N-N,0,69,0,1,206,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,50,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.elitesofts.ga/dopbox/db/26ece4de61a4c4bb004d7a80c9ced063/download.html,1,-1,-1,1,99,yes,3,1,300,N-N,0,69,-1,538000,81,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,16,-1,1,-1,-1,-1,1,-1,-1,-1
http://getir.net/,-1,-1,-1,-1,-1,no,2,1,225,100,1,189,0,8361343,17,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,3,-1,-1,-1,-1,1,1,-1,-1,1
http://www.landleader.com/user/password,1,-1,-1,-1,-1,no,3,1,201,100,1,750,0,440420,39,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,9,-1,-1,-1,-1,1,1,-1,-1,-1
http://talkalotbro.com/sit-data-www/frd/128dc559d68354781c560a1da4e08667d5e/myonportal.php,0,-1,-1,-1,99,yes,1,1,300,N-N,0,69,-1,538000,90,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,15,-1,-1,-1,-1,-1,1,-1,-1,1
http://prdownloads.sourceforge.net/weka/weka-3-8-1-oracle-jvm.dmg,1,-1,-1,-1,-1,no,3,1,203,100,1,43,0,373,65,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,16,-1,1,-1,-1,-1,1,-1,-1,-1
https://login.yahoo.com/account/create?specid=usernamereg&src=flickr&done=https%3a%2f%2fapi.login.yahoo.com%2foauth2%2frequest_auth%3fclient_id%3ddj0yjmk9ntjmmkvmofo3ruvmjmq9wvdrovdxeghvmwx3tjjfbwnhbzlnqs0tjnm9y29uc3vtzxjzzwnyzxqmed01oa--%26redirect_uri%3dhttps%253a%252f%252fwww.flickr.com%252fsignin%252fyahoo%252foauth%252f%253fsignup%253d1%26response_type%3dcode%26scope%3dopenid%252csdpp-w%26nonce%3d47ba1ee912e212ffaf61ec377de2d62b,1,-1,1,1,-1,no,1,1,100,100,1,151,0,6,437,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,89,-1,-1,-1,-1,1,1,-1,-1,1
https://docs.google.com/spreadsheets/d/1a1j8_kemyafs9k_n5aek3h5u8secxfr2mhw_6euopgs/edit,1,-1,-1,1,-1,no,3,1,150,N-N,0,69,0,1,88,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,21,-1,-1,-1,-1,-1,1,-1,-1,-1
https://docs.google.com/spreadsheets/create?usp=drive_web&folder=0b9vgvlmdlkiemc1otdb4eej6twc&authuser=0,1,-1,1,1,-1,no,3,1,200,100,1,69,0,1,104,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,27,-1,-1,-1,-1,-1,1,-1,-1,-1
http://comcast.com/,-1,-1,-1,-1,-1,no,2,1,197,100,1,253,-1,7560,19,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,3,-1,-1,-1,-1,-1,1,-1,-1,1
http://d662653.u-telcom.net/gggg/ayo1/,1,-1,-1,-1,-1,yes,3,-1,300,100,1,164,1,1369397,38,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,-1,6,-1,-1,-1,-1,1,1,-1,-1,-1
http://archive.ics.uci.edu/ml/datasets.html,1,-1,-1,-1,-1,no,4,1,200,100,1,182,1,3289,43,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,11,-1,-1,-1,-1,1,1,-1,-1,-1
http://promocoe7.sslblindado.com/2017/notebook/hp/intel/core/i7/8gb/desbloqueado.html?ass=*d--!rakk*osai15hh@m*ms8s*5kx-ajt#4fv4ld!@4scl8hfsih@wdbun9vj7br6mq,1,-1,-1,-1,1,no,3,1,200,N-N,0,253,-1,208446,157,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,31,-1,-1,-1,-1,1,1,-1,-1,-1
http://td-kuk.si/wp-admin/user/es/,-1,-1,1,-1,-1,yes,2,-1,200,N-N,1,52,0,538000,34,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,7,-1,-1,-1,-1,1,1,-1,-1,1
http://saralaska.org/grafiks/gdoc-secure/699a55b50d7e85c6ba47ff0c890cdec5,-1,-1,-1,-1,-1,yes,2,1,300,N-N,0,55,0,538000,73,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,15,-1,-1,-1,-1,1,1,-1,-1,1
http://bookzworld.com/rg/adobi/form/confirm.htm,0,-1,1,-1,-1,yes,2,1,300,N-N,0,716,1,538000,47,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,10,-1,-1,-1,-1,1,1,-1,-1,1
http://i.popdust.com/l/hf_expall_popdust?c=twgkke9b&utm_campaign=tw_a_expall_popdust_food-boxes&utm_content=tw_a_expall_popdust_rawsteak_before,1,-1,-1,-1,-1,no,3,1,150,N-N,0,367,0,59896,143,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,36,-1,-1,-1,-1,-1,1,-1,-1,-1
http://mailyahoo.com/,-1,-1,-1,1,-1,no,2,1,200,100,1,253,-1,4433226,21,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,6,-1,-1,-1,-1,1,1,-1,-1,1
https://frontendmasters.com/sale/#join,-1,-1,-1,-1,-1,no,2,1,193,100,1,122,0,44701,38,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,9,-1,-1,-1,-1,-1,1,-1,-1,1
http://www.kitapyurdu.com/kitap/freebsd-6-isletim-sistemi/96214.html&filter_name=freebsd,1,-1,-1,-1,-1,no,3,1,122,100,1,175,0,7649,88,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,21,-1,-1,1,-1,-1,1,-1,-1,-1
https://en.wikipedia.org/w/index.php?search=california&title=special%3asearch&go=go,1,-1,-1,-1,-1,no,3,1,216,100,1,49,0,7500,83,-1,1,1,1,-1,-1,1,-1,-1,1,-1,1,0,-1,-1,26,-1,-1,-1,-1,1,1,-1,-1,-1
http://eqendra.com/wp-includes/ribey/index.php,0,-1,-1,-1,-1,yes,2,1,300,N-N,0,69,-1,538000,46,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,11,-1,-1,-1,-1,1,1,-1,-1,1
https://console.soracom.io/#/virtual_private_gateways?coverage_type=g,1,-1,-1,-1,-1,no,3,1,1,100,1,219,0,830234,69,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,22,-1,-1,-1,-1,-1,1,-1,-1,-1
http://timelinefilmscreation.com/chasebank/onlinechase/chaseonline/confirm.php?public/enroll/identifyuser-aspx-lob=rbglogon,0,-1,1,1,-1,yes,2,1,100,100,1,69,-1,538000,123,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,-1,38,-1,-1,-1,-1,-1,1,-1,-1,1
https://www.lactodigestomen.com/wp-snapshots/tmp/canadian/imperial/bankofcommerce/step2.php,1,-1,1,-1,-1,yes,3,1,300,100,1,20,0,538000,91,-1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,23,-1,-1,-1,-1,-1,1,-1,-1,-1
http://all.net/resume/bio.html,-1,-1,-1,-1,-1,no,2,1,121,100,1,474,1,2003150,30,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,7,-1,-1,-1,-1,-1,1,-1,-1,1
http://securecomputing.intelsecurity.com/,1,-1,-1,-1,-1,no,3,1,200,100,1,497,1,2707353,41,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,12,-1,-1,-1,-1,1,1,-1,-1,-1
http://www.isdecisions.com/blog/it-security/how-to-detect-ransomware-with-fileaudit/,1,-1,-1,-1,-1,no,3,1,123,100,1,611,0,551745,84,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,25,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.imdb.com/name/nm4186055/,1,-1,-1,-1,-1,no,3,1,195,100,1,316,0,49,35,-1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,4,-1,-1,-1,-1,-1,1,-1,-1,-1
http://mcmillancomms.com/.google.docs.com/documents/,0,-1,-1,1,-1,yes,2,1,300,N-N,0,614,1,538000,52,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,12,-1,-1,-1,-1,1,1,-1,-1,1
"http://encore.mountainview.gov/iii/encore/home,$search.form.sdirect?formids=target&lang=eng&suite=def&reservedids=lang%2csuite&submitmode=&submitname=&target=honeypot",1,-1,-1,-1,-1,no,3,1,286,100,1,163,0,181826,166,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,54,-1,-1,-1,-1,-1,1,-1,-1,-1
http://kamusalrehber.com/nufus/evlilik/167-yurt-disinda-evlilik-islemleri.html,-1,-1,-1,-1,-1,no,2,1,211,100,1,180,0,4059722,78,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,22,-1,-1,-1,-1,1,1,-1,-1,1
https://docs.google.com/document/d/10tpslpccxycdgykki6p3mabakfplhwi4cy7-axaaii4/edit,1,-1,-1,1,-1,no,3,1,150,N-N,0,69,0,1,84,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,19,-1,-1,-1,-1,-1,1,-1,-1,-1
http://stom05.ru/asb.co.nz/,0,-1,-1,-1,99,yes,2,1,200,100,1,69,-1,538000,27,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,0,1,-1,4,-1,-1,-1,-1,1,1,-1,-1,1
https://blog.prototypr.io/stop-it-with-as-a-user-5feb9b38d920,1,-1,-1,-1,-1,no,3,1,133,100,1,80,0,35663,61,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,13,-1,-1,-1,-1,1,1,-1,-1,-1
http://garnery.de/newdocxb/page/index.php,0,-1,-1,-1,-1,yes,2,1,300,N-N,0,9803,1,538000,41,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,9,-1,-1,-1,-1,1,1,-1,-1,1
https://myaccount.google.com/?utm_source=ogb&authuser=0&utm_medium=act,1,-1,1,1,-1,no,3,1,243,100,1,69,0,1,70,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,21,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.ia-waziri.com/sdfdsdb/hand/hand/index.htm,1,-1,-1,-1,-1,yes,3,-1,300,N-N,0,128,1,538000,52,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,10,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.firstcongoprincetonucc.org/accella01/accell___/dhl.php,1,-1,-1,1,-1,yes,3,1,300,N-N,0,55,0,538000,65,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,-1,13,-1,-1,-1,-1,1,1,-1,-1,-1
http://cofounderlabs.com/,-1,-1,-1,-1,-1,no,2,1,150,N-N,0,253,-1,7500,25,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,6,-1,-1,-1,-1,-1,1,-1,-1,1
https://judokaclubi.gq/office365/sign%20in%20to%20office%20365.html,-1,-1,-1,-1,-1,yes,2,1,300,N-N,0,69,-1,538000,67,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,14,-1,-1,-1,-1,1,1,-1,-1,1
http://puertovarasflyfishing.com/zad/image.htm,0,-1,-1,-1,-1,yes,2,1,300,N-N,0,69,-1,538000,46,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,12,-1,-1,-1,-1,-1,1,-1,-1,1
http://www.arcflashsurvey.com/clik/gd/,1,-1,-1,-1,-1,yes,3,1,300,N-N,0,69,-1,538000,38,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,6,-1,-1,-1,-1,-1,1,-1,-1,-1
https://accounts.google.com/accountchooser/signinchooser?service=wise&continue=https%3a%2f%2fdrive.google.com%2fdrive%2fu%2f4%2ffolders%2f0b9vgvlmdlkieuuviv3gtvhbasg8%3fpli%3d1&followup=https%3a%2f%2fdrive.google.com%2fdrive%2fu%2f4%2ffolders%2f0b9vgvlmdlkieuuviv3gtvhbasg8%3fpli%3d1&hl=en-us&flowname=glifwebsignin&flowentry=accountchooser,1,-1,1,1,-1,no,3,1,150,100,1,69,0,1,340,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,85,-1,-1,-1,-1,-1,1,-1,-1,-1
http://ocw.mit.edu/6-0002f16,1,-1,-1,-1,-1,no,3,1,212,100,1,188,0,598,28,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,4,-1,-1,-1,-1,-1,1,-1,-1,-1
http://denviya-sakumj.tk/main/,1,-1,-1,-1,-1,yes,2,-1,1,100,1,69,-1,538000,30,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,7,-1,-1,-1,-1,-1,1,-1,-1,1
http://paypal.com.uk.signin.priauth.nav.f9a348bf60bbc6569f2.solutionslaw.com.au/paypalupdate/web/credit%20carde%20information.html,1,-1,1,1,-1,yes,10,1,300,N-N,0,69,-1,17935796,130,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,0,1,-1,34,-1,-1,-1,-1,-1,1,-1,1,-1
http://www.latimes.com/local/lanow/la-me-ln-california-mexico-earthquake-20170908-htmlstory.html,1,-1,-1,-1,-1,no,3,1,199,100,1,62,0,1256,96,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,24,-1,-1,-1,-1,1,1,-1,-1,-1
http://www.ibm.com/developerworks/tivoli/tutorials/s-crypto/s-crypto.html,1,-1,-1,-1,99,no,3,1,153,100,1,169,0,671,73,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,16,-1,-1,-1,-1,1,1,-1,-1,-1
https://secure-2017.000webhostapp.com/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,-1,-1,1,-1,-1,yes,3,-1,300,N-N,0,253,0,3664,127,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,31,-1,-1,-1,-1,-1,1,-1,-1,-1
http://sein.edu.belkemail.net/ca243809a97bf156fd8dd6c1e9f61ff7/,1,-1,-1,-1,-1,yes,4,1,300,N-N,0,69,-1,538000,63,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,12,-1,-1,-1,-1,1,1,-1,-1,-1
http://firstqualitygoods.com/red.htm,0,-1,-1,-1,99,yes,2,1,300,N-N,0,69,-1,538000,36,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,-1,-1,8,-1,-1,-1,-1,-1,1,-1,-1,1
https://providence.net.cpsee.frontend.com.xtroil.com/index/confirm.php?cmd=login_submit&id=8d9edc6356af94755c2f74a96874dd548d9edc6356af94755c2f74a96874dd54&session=8d9edc6356af94755c2f74a96874dd548d9edc6356af94755c2f74a96874dd54,1,-1,1,-1,99,yes,7,1,300,N-N,0,69,-1,538000,228,-1,1,1,1,-1,-1,1,-1,1,-1,1,1,0,-1,1,37,-1,-1,-1,-1,-1,1,-1,1,-1
https://foursquare.com/login?continue=%2fdevice%2fnotifications,-1,-1,1,-1,-1,no,2,1,200,100,1,688,0,2232,63,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,21,-1,-1,-1,-1,-1,1,-1,-1,1
https://books.google.com/,1,-1,-1,1,-1,no,3,1,176,100,1,69,0,1,25,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,6,-1,-1,-1,-1,1,1,-1,-1,-1
http://www.friends2project.eu/wp-standard/gateway.com/c85652703f710065c1255aa03a9aefae/04783d20a8117c1108009881ebd017a1/,1,-1,-1,1,-1,yes,3,1,300,N-N,0,69,-1,538000,120,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,22,-1,-1,-1,-1,1,1,-1,-1,-1
http://www.uzungol.net.tr/,1,-1,-1,-1,-1,no,4,1,81,100,1,253,-1,3491129,26,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,4,-1,-1,-1,-1,1,1,-1,-1,-1
http://www.kdnuggets.com/2016/07/mathworks-steps-machine-learning-workflow.html,1,-1,-1,-1,-1,no,3,1,167,100,1,707,0,21119,79,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,14,-1,-1,-1,-1,1,1,-1,-1,-1
https://locking-app-adverds.000webhostapp.com/recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,1,-1,1,-1,-1,yes,3,-1,300,N-N,0,253,0,3664,147,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,33,-1,-1,-1,-1,1,1,-1,-1,-1
https://gbs-milano.us16.list-manage.com/unsubscribe/post,1,-1,-1,-1,-1,no,4,-1,150,N-N,0,357,0,571,56,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,14,-1,-1,-1,-1,1,1,-1,-1,-1
http://www.alightinc.com/careers/?gh_jid=791778,1,-1,-1,-1,-1,no,3,1,210,100,1,253,-1,10870374,47,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,8,-1,-1,-1,-1,1,1,-1,-1,-1
