,0,,,,,,,,,,,URL Small,URL Medium,URL Large,Small Domain,Large Domain,ORG Domain,COM Domain,Has PHP Pages,Is Palindrome,Numbers in Domain,X Domain,Vowels in URL,Deal in URL,Download in URL,Free in URL,BJKT in URL,URL is Happy,Just Why,Rar or Zip in URL,Large number of Subdomains,Small number of Subdomains
358,http://www.isdecisions.com/blog/it-security/how-to-detect-ransomware-with-fileaudit/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,25,-1,-1,-1,-1,-1,1,-1,-1,-1
359,http://www.imdb.com/name/nm4186055/,,,,,,,,,,,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,4,-1,-1,-1,-1,-1,1,-1,-1,-1
360,http://mcmillancomms.com/.google.docs.com/documents/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,12,-1,-1,-1,-1,1,1,-1,-1,1
361,"http://encore.mountainview.gov/iii/encore/home,$search.form.sdirect?formids=target&lang=eng&suite=def&reservedids=lang%2csuite&submitmode=&submitname=&target=honeypot",,,,,,,,,,,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,54,-1,-1,-1,-1,-1,1,-1,-1,-1
362,http://kamusalrehber.com/nufus/evlilik/167-yurt-disinda-evlilik-islemleri.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,22,-1,-1,-1,-1,1,1,-1,-1,1
363,https://docs.google.com/document/d/10tpslpccxycdgykki6p3mabakfplhwi4cy7-axaaii4/edit,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,19,-1,-1,-1,-1,-1,1,-1,-1,-1
364,http://stom05.ru/asb.co.nz/,,,,,,,,,,,-1,1,-1,1,-1,-1,-1,-1,0,1,-1,4,-1,-1,-1,-1,1,1,-1,-1,1
365,https://blog.prototypr.io/stop-it-with-as-a-user-5feb9b38d920,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,13,-1,-1,-1,-1,1,1,-1,-1,-1
366,http://garnery.de/newdocxb/page/index.php,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,9,-1,-1,-1,-1,1,1,-1,-1,1
367,https://myaccount.google.com/?utm_source=ogb&authuser=0&utm_medium=act,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,21,-1,-1,-1,-1,-1,1,-1,-1,-1
368,http://www.ia-waziri.com/sdfdsdb/hand/hand/index.htm,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,10,-1,-1,-1,-1,-1,1,-1,-1,-1
369,http://www.firstcongoprincetonucc.org/accella01/accell___/dhl.php,,,,,,,,,,,-1,-1,1,-1,1,1,-1,1,1,-1,-1,13,-1,-1,-1,-1,1,1,-1,-1,-1
370,http://cofounderlabs.com/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,6,-1,-1,-1,-1,-1,1,-1,-1,1
371,https://judokaclubi.gq/office365/sign%20in%20to%20office%20365.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,14,-1,-1,-1,-1,1,1,-1,-1,1
372,http://puertovarasflyfishing.com/zad/image.htm,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,12,-1,-1,-1,-1,-1,1,-1,-1,1
373,http://www.arcflashsurvey.com/clik/gd/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,6,-1,-1,-1,-1,-1,1,-1,-1,-1
374,https://accounts.google.com/accountchooser/signinchooser?service=wise&continue=https%3a%2f%2fdrive.google.com%2fdrive%2fu%2f4%2ffolders%2f0b9vgvlmdlkieuuviv3gtvhbasg8%3fpli%3d1&followup=https%3a%2f%2fdrive.google.com%2fdrive%2fu%2f4%2ffolders%2f0b9vgvlmdlkieuuviv3gtvhbasg8%3fpli%3d1&hl=en-us&flowname=glifwebsignin&flowentry=accountchooser,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,85,-1,-1,-1,-1,-1,1,-1,-1,-1
375,http://ocw.mit.edu/6-0002f16,,,,,,,,,,,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,4,-1,-1,-1,-1,-1,1,-1,-1,-1
376,http://denviya-sakumj.tk/main/,,,,,,,,,,,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,7,-1,-1,-1,-1,-1,1,-1,-1,1
377,http://paypal.com.uk.signin.priauth.nav.f9a348bf60bbc6569f2.solutionslaw.com.au/paypalupdate/web/credit%20carde%20information.html,,,,,,,,,,,-1,-1,1,-1,1,-1,-1,-1,0,1,-1,34,-1,-1,-1,-1,-1,1,-1,1,-1
378,http://www.latimes.com/local/lanow/la-me-ln-california-mexico-earthquake-20170908-htmlstory.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,24,-1,-1,-1,-1,1,1,-1,-1,-1
379,http://www.ibm.com/developerworks/tivoli/tutorials/s-crypto/s-crypto.html,,,,,,,,,,,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,16,-1,-1,-1,-1,1,1,-1,-1,-1
380,https://secure-2017.000webhostapp.com/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,1,-1,31,-1,-1,-1,-1,-1,1,-1,-1,-1
381,http://sein.edu.belkemail.net/ca243809a97bf156fd8dd6c1e9f61ff7/,,,,,,,,,,,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,12,-1,-1,-1,-1,1,1,-1,-1,-1
382,http://firstqualitygoods.com/red.htm,,,,,,,,,,,-1,1,-1,-1,1,-1,1,-1,0,-1,-1,8,-1,-1,-1,-1,-1,1,-1,-1,1
383,https://providence.net.cpsee.frontend.com.xtroil.com/index/confirm.php?cmd=login_submit&id=8d9edc6356af94755c2f74a96874dd548d9edc6356af94755c2f74a96874dd54&session=8d9edc6356af94755c2f74a96874dd548d9edc6356af94755c2f74a96874dd54,,,,,,,,,,,-1,-1,1,-1,1,-1,1,1,0,-1,1,37,-1,-1,-1,-1,-1,1,-1,1,-1
384,https://foursquare.com/login?continue=%2fdevice%2fnotifications,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,21,-1,-1,-1,-1,-1,1,-1,-1,1
385,https://books.google.com/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,6,-1,-1,-1,-1,1,1,-1,-1,-1
386,http://www.friends2project.eu/wp-standard/gateway.com/c85652703f710065c1255aa03a9aefae/04783d20a8117c1108009881ebd017a1/,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,22,-1,-1,-1,-1,1,1,-1,-1,-1
387,http://www.uzungol.net.tr/,,,,,,,,,,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,4,-1,-1,-1,-1,1,1,-1,-1,-1
388,http://www.kdnuggets.com/2016/07/mathworks-steps-machine-learning-workflow.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,14,-1,-1,-1,-1,1,1,-1,-1,-1
389,https://locking-app-adverds.000webhostapp.com/recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,1,-1,33,-1,-1,-1,-1,1,1,-1,-1,-1
390,https://gbs-milano.us16.list-manage.com/unsubscribe/post,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,1,-1,14,-1,-1,-1,-1,1,1,-1,-1,-1
391,http://www.alightinc.com/careers/?gh_jid=791778,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,8,-1,-1,-1,-1,1,1,-1,-1,-1
392,https://jordanpost.com.jo/wp-admin/js/g2/dropbox/verify.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,11,-1,-1,-1,-1,1,1,-1,-1,-1
393,https://boards.greenhouse.io/apply/linkedin?code=aqqb9mkufzabyvcuulit0wqmffrg7xjcizwnt9-dhu3lkvo1sudjac5l0qecdjjtfdqbt5btdimjmxwbsw0cdpjm0qsjbhinv2vxdny_7swauksrwyulee64n9wusz1lah35svh1ik07o3lbcfg&state=3e8db6cd68227c925c782737#!,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,41,-1,-1,-1,-1,1,1,-1,-1,-1
394,https://woyongantou2212.000webhostapp.com/others.html,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,1,-1,11,-1,-1,-1,-1,-1,1,-1,-1,-1
395,http://archive.ics.uci.edu/ml/index.php,,,,,,,,,,,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1,10,-1,-1,-1,-1,-1,1,-1,-1,-1
396,http://daoudilorin11.mystagingwebsite.com/wp-content/plugins/ubh/acc/dir/e81fa/dir/col.php?cmd=_account-details&session=f68529e437289cad6573b122e907c1b4&dispatch=a51ccd417f5a51f66c83519e3e1006b2d54777ec,,,,,,,,,,,-1,-1,1,-1,1,-1,1,1,0,1,-1,42,-1,-1,-1,-1,-1,1,-1,-1,-1
397,http://sociesccuritiba.com.br/qq/9742ad6b2b4fb4ef1f16d86285ef55b1/,,,,,,,,,,,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,11,-1,-1,-1,-1,-1,1,-1,-1,-1
398,https://hoteldhanrajpalace.com/wp-admin/network/admn/spacebox/index.html,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,18,-1,-1,-1,-1,1,1,-1,-1,1
399,http://mandystores.co.za/docss/file/files/db/file.dropbox/,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,14,-1,-1,-1,-1,1,1,-1,-1,-1
400,http://ahomansikka.fi/configure/management/invoice/ce8f487478b30128631e61a0b7555675/,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,21,-1,-1,-1,-1,-1,1,-1,-1,1
401,http://kuriobaba.com/update/confirm.html,,,,,,,,,,,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,11,-1,-1,-1,-1,-1,1,-1,-1,1
402,http://www.scuolasci-dolomiti.it/includes/usaa/verification/9bd4c1dm321n45805n97/email.php,,,,,,,,,,,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,24,-1,-1,-1,-1,1,1,-1,-1,-1
403,https://frontendmasters.com/courses/?u=9bcafa0533624283aec66c8c447f0fdb19883b55,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,13,-1,-1,-1,-1,1,1,-1,-1,1
404,https://accounts.google.com/signin/oauth/oauthchooseaccount?client_id=720901115165-na55ltpj1o6sk1ubdgd5m1n2vq40k7ce.apps.googleusercontent.com&as=-49accd985f9a5313&destination=https%3a%2f%2fwww.songsterr.com&approval_state=!chrnuvrdmkhwdhr0tvrjou1mzeracrifttfya0plszjqtwtib1bud0gtvku1uudhbvlfvzjovq%e2%88%99adiigyeaaaaawykz1kdzzryx-zhdpjfosdi8-h9tkbzf&xsrfsig=ahgife8zaeod_tbj_l6nsd6plp4uihq9pq&flowname=generaloauthflow,,,,,,,,,,,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,98,-1,-1,-1,-1,1,1,-1,-1,1
405,http://www.exalto-emirates.com/%20/img/dropbox%20sign/dropbox/e7f37686144c49d688e21f4b3ac6967a/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,18,-1,-1,-1,-1,1,1,-1,-1,-1
406,http://konsolosluk.gov.tr/,,,,,,,,,,,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,5,-1,-1,-1,-1,-1,1,-1,-1,-1
407,http://greenteches.co.in/ass/biyi/,,,,,,,,,,,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,9,-1,-1,-1,-1,1,1,-1,-1,-1
408,http://siliconvalleypad.com/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,7,-1,-1,-1,-1,-1,1,-1,-1,1
409,http://orange-bureau-business.com/modules/mod-orange-web/9399264f4a8f37838217ce869d9508ee/index.php,,,,,,,,,,,-1,-1,1,-1,1,-1,1,1,0,-1,-1,25,-1,-1,-1,-1,-1,1,-1,-1,1
410,http://kamusalrehber.com/nufus/evlilik/167-yurt-disinda-evlilik-islemleri.html#evlenme ehliyet belgesi nedir?,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,33,-1,-1,-1,-1,1,1,-1,-1,1
411,http://wafaq.net/werre/gd/index.php,,,,,,,,,,,-1,1,-1,1,-1,-1,-1,1,0,-1,-1,7,-1,-1,-1,-1,-1,1,-1,-1,1
412,https://cofounderslab.com/login,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,8,-1,-1,-1,-1,1,1,-1,-1,1
413,http://edurramos.com/spacebox/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,8,-1,-1,-1,-1,-1,1,-1,-1,1
414,http://floresdemadera.cl/owooyinbo/attiinnddeexx.php,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,16,-1,-1,-1,-1,1,1,-1,-1,1
415,http://www.skickapaket.net/rogers/newyahoo/yahoo!mailupgrade.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,19,-1,-1,-1,-1,1,1,-1,-1,-1
416,http://bako-pro.ru/root/alibaba(1)grabber/alibaba/index.php,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,18,-1,-1,-1,-1,-1,1,-1,-1,1
417,http://nicksdonuts.gr/wp-includes/text/drpbdocs/,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,8,-1,-1,-1,-1,-1,1,-1,-1,1
418,http://www.nur.gen.tr/ar.html,,,,,,,,,,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,3,-1,-1,-1,-1,-1,1,-1,-1,-1
419,http://www.suntrust.baten.me/,,,,,,,,,,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,5,-1,-1,-1,-1,-1,1,-1,-1,-1
420,https://cofounderslab.com/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,6,-1,-1,-1,-1,1,1,-1,-1,1
421,https://gigster.com/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,3,-1,-1,-1,-1,1,1,-1,-1,1
422,https://docs.google.com/document/u/1/?usp=direct_url,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,13,-1,-1,-1,-1,1,1,-1,-1,-1
423,https://mxtoolbox.com/services_servermonitoring2.aspx,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,14,-1,-1,-1,-1,-1,1,-1,-1,1
424,http://www.imdb.com/list/ls036992962/videoplayer/vi761510169?ref_=hm_hp_i_1,,,,,,,,,,,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,11,-1,-1,-1,-1,1,1,-1,-1,-1
425,http://yerliakor.com/595-en-cok-sevilen-turkce-sarkilarin-gitar-akor-ve-ritimler.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,24,-1,-1,-1,-1,1,1,-1,-1,1
426,https://recover546546.000webhostapp.com/payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,1,-1,31,-1,-1,-1,-1,1,1,-1,-1,-1
427,https://mail.google.com/mail/u/0/#inbox/15ec544621d6eb88?compose=15ec54fca36c8c8f,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,18,-1,-1,-1,-1,1,1,-1,-1,-1
428,http://aevdokimov.ru/server/auto/en.php?rand=13inboxlightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13inboxlight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=dgvzdebzzy5wd2muy29t&.rand=13inboxlight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,41,-1,-1,-1,-1,1,1,-1,-1,1
429,https://github.com/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,3,-1,-1,-1,-1,1,1,-1,-1,1
430,http://firstqualitygoods.com/content/agreement_docs2/specialdocs/microsoftonedrive_files/emailhrd.html,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,30,-1,-1,-1,-1,1,1,-1,-1,1
431,https://ebs.criteo.com/r/8d6e37babbb466ec548187050bceadc3bf1e7d8e?t=ahr0chm6ly93d3cuy2vudhjpznkuy29tl3byb2r1y3rzl2lkzw50axr5lxnlcnzpy2uv,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,18,-1,-1,-1,-1,1,1,-1,-1,-1
432,https://restrictive-agents.000webhostapp.com/form/auth/secureserver/bbtnew/1/details.html?72657374726963746976652d6167656e74732e303030776562686f73746170702e636f6d-72657374726963746976652d6167656e74732e303030776562686f73746170702e636f6d-72657374726963746976652d6167656e74732e303030776562686f73746170702e636f6d72657374726963746976652d6167656e74732e303030776562686f73746170702e636f6d72657374726963746976652d6167656e74732e303030776562686f73746170702e636f6d72657374726963746976652d6167656e74732e303030776562686f73746170702e636f6d72657374726963746976652d6167656e74732e303030776562686f73746170702e636f6d72657374726963746976652d6167656e74732e303030776562686f73746170702e636f6d72657374726963746976652d6167656e74732e303030776562686f73746170702e636f6d72657374726963746976652d6167656e74732e303030776562686f73746170702e636f6d72657374726963746976652d6167656e74732e303030776562686f73746170702e636f6d,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,1,-1,55,-1,-1,-1,-1,1,1,-1,-1,-1
433,http://mobilefree.i.abonnement-frds.com/jnhaytz62tgs7t2f7tyugsyg27z/71hsgh2gsjh2jhsh26tsv2us76/jzi2zhui2hziuyhsnjash726zs27/0b064960f5bc53ebaf2677a5eb378244/c6aa80e8fe6ee6d685ecd5c7597d4bca/77fab74a9509da4c8e9e20cb373cfa18/moncompte/,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,41,-1,-1,1,-1,-1,1,-1,-1,-1
434,http://www.ptsy.eu/fr_fr/,,,,,,,,,,,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1
435,http://appsfbsecuritywebs.000webhostapp.com/recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,1,-1,33,-1,-1,-1,-1,-1,1,-1,-1,-1
436,https://blog.algorithmia.com/machine-learning-datasets-for-data-scientists/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,22,-1,-1,-1,-1,-1,1,-1,-1,-1
437,http://briallon.fr/components/com_foxcontact/views/newlyahoo,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,16,-1,-1,-1,-1,1,1,-1,-1,1
438,http://www.arvetellefsen.no/curry/cheap_under_armour_ua_curry_2_two_iron_sharpens_iron_steel_grey_black_us_9_5.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,29,-1,-1,-1,-1,-1,1,-1,-1,-1
439,http://www.rileysbrandhoney.com/asb/nz/asb.co.nz,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,9,-1,-1,-1,-1,-1,1,-1,-1,-1
440,http://www.imdb.com/offsite/?pf_rd_m=a2fgeluunoqjnl&pf_rd_p=2425422342&pf_rd_r=0nsecd7b9kpp0bknzqsq&pf_rd_s=center-2&pf_rd_t=15021&pf_rd_i=tt0068154&page-action=watch-amazon&token=bcyr3yaa1ifeyonwfeo1cdbjs0folxsyvj64yx8hqwpciuovy4_j905g9g13wyevfgdqqqnog_9v%0d%0aet2endqg6pzhk-bg1bcxrq_ggnipcu-cbfjx4qzq3mzkkbnujislrqqxlycfrre5vssdv-4c8bk8%0d%0ab5itqrz4gcsmxasprtf2hbvd15qaijaoovntd0dg00g1wsiyhhpcotbgl5nemplls8jcl9lxjaus%0d%0aqq4cqdxmdabhqcl-jvbatqfemiiwnzungyiro23fzsblfc1ap9ocsq%0d%0a&ref_=tt_wbr_amazon,,,,,,,,,,,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,75,-1,-1,-1,-1,1,1,-1,-1,-1
441,http://www.stephanehamard.com/components/com_joomlastats/fr/506d030fdf852f26882a74c9529d56cb/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,15,-1,-1,-1,-1,-1,1,-1,-1,-1
442,https://recover546546.000webhostapp.com/recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,1,-1,34,-1,-1,-1,-1,-1,1,-1,-1,-1
443,https://attivonetworks.com/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,6,-1,-1,-1,-1,-1,1,-1,-1,1
444,https://mvpl.enkilibrary.org/myresearch/myecontent,,,,,,,,,,,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,11,-1,-1,-1,-1,1,1,1,-1,-1
445,http://www.stack.com/a/the-simple-way-everybody-screws-up-tricep-pushdowns,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,16,-1,-1,-1,-1,-1,1,-1,-1,-1
446,http://alliance-programs.com/ase/ok/particuliers/update/account-id0146751/update-account.php,,,,,,,,,,,-1,-1,1,-1,1,-1,1,1,0,-1,-1,28,-1,-1,-1,-1,-1,1,-1,-1,1
447,http://journal.jltl.org/pages/payment/aloma/90a4e2a514bc9cc63f5590fe698069ac,,,,,,,,,,,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,16,-1,-1,-1,-1,1,1,-1,-1,-1
448,https://mynews.apple.com/subscriptions?v=2&la=en_us&a=udqychveeeckvf7dfvirh32sebwbycpafe6vagslpqgfoy7yrhyb2j2v46f40lz%2fegoarjpd4voahbjiy95dai0ojzq4tmw57k0ufhv07bblupqtujrttv1mojldziheo5wxpo2yrkuedfhqtjo09avjsn%2bycse%2fqi9seuvsx9tx%2bbqtg4za0rqsaudtafo%2b,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,52,-1,-1,-1,-1,1,1,-1,-1,-1
449,http://kmip-interop.com/sslagentshm1-manage-manage-secure/index.php?em=abuse@outlook.com,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,27,-1,-1,-1,-1,-1,1,-1,-1,1
450,https://a9.com/,,,,,,,,,,,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,2,-1,-1,-1,-1,1,1,-1,-1,1
451,http://www.ortakhatim.com/htm/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,5,-1,-1,-1,-1,1,1,-1,-1,-1
452,http://www.utlitydiscountplans.com/sixes/loads/safeguardyouraccountsecurity.php,,,,,,,,,,,-1,-1,1,-1,1,-1,1,1,1,-1,-1,23,-1,-1,-1,-1,1,1,-1,-1,-1
453,http://katherenefrunks.com/ten/newtoday/,,,,,,,,,,,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,10,-1,-1,-1,-1,-1,1,-1,-1,1
454,https://frontendmasters.com/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,5,-1,-1,-1,-1,-1,1,-1,-1,1
455,http://www.google.com/custom?q=attacker+site%3aarchive.ics.uci.edu%2fml&sa=search&cof=ah%3acenter%3blh%3a130%3bl%3ahttp%3a%2f%2farchive.ics.uci.edu%2fml%2fassets%2flogo.gif%3blw%3a384%3bawfid%3a869c0b2eaa8d518e%3b&domains=ics.uci.edu&sitesearch=ics.uci.edu,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,69,-1,-1,-1,-1,-1,1,-1,-1,-1
456,http://ow.ly/ibmt30fakcj,,,,,,,,,,,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,3,-1,-1,-1,-1,-1,1,-1,-1,1
457,http://www.vogueafrik.com/blings/index.php?email=info@sunix.com.cn,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,17,-1,-1,-1,-1,-1,1,-1,-1,-1
458,http://danitsikel.com/dbfile/dbfile/best/index.php,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,12,-1,-1,-1,-1,1,1,-1,-1,1
459,https://account.live.com/identity/confirm?ru=https://login.live.com/login.srf%3flc%3d1033%26sf%3d1%26id%3d64855%26tw%3d18000%26fs%3d0%26ts%3d-1%26cbcxt%3dmai%26sec%3d%26mspp_shared%3d1%26seclog%3d10%26claims%3d%26wa%3dwsignin1.0%26wp%3dmbi_ssl_shared%26ru%3dhttps://mail.live.com/default.aspx%253frru%253dinbox%26contextid%3ddfc658eff27509e6&mkt=en-us&uiflavor=web&id=64855&uaid=234a125a56794a6d85b356fa59ad05fb,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,69,-1,-1,-1,-1,1,1,-1,-1,-1
460,http://faradaysdubai.com/rrm/rrm.php,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,1,0,-1,-1,7,-1,-1,-1,-1,-1,1,-1,-1,1
461,https://weddestinations.com/templates/protostar/img/chasebank/validation/step1.php?cmd=login_submit&id=4fd9035bcf482036d7e6e52156f5da4f4fd9035bcf482036d7e6e52156f5da4f&session=4fd9035bcf482036d7e6e52156f5da4f4fd9035bcf482036d7e6e52156f5da4f,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,43,-1,-1,-1,-1,-1,1,-1,-1,1
462,http://www.hbo.com/search?q=silicon%20valley,,,,,,,,,,,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,9,-1,-1,-1,-1,-1,1,-1,-1,-1
463,http://sein.edu.belkemail.net/mfgd.php,,,,,,,,,,,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,9,-1,-1,-1,-1,1,1,-1,-1,-1
464,https://aws.amazon.com/premiumsupport/knowledge-center/aws-authorization-charges/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,25,-1,-1,-1,-1,-1,1,-1,-1,-1
465,http://www.courts.ca.gov/partners/documents/ea_flf021-apostilleorder.pdf,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,17,-1,-1,-1,-1,-1,1,-1,-1,-1
466,http://amazon.com/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,4,-1,-1,-1,-1,-1,1,-1,-1,1
467,https://login.yahoo.com/manage_account?.crumb=m.y2udsfy1i&.done=https://mail.yahoo.com/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,23,-1,-1,-1,-1,1,1,-1,-1,-1
468,https://www.northlandwoodworksinc.com/wp-admin/wp-signal/f9567de9b1a94290bb0ad9157c03a0ae/,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,17,-1,-1,-1,-1,1,1,-1,-1,-1
469,http://leker-king.id/grace/yahoo/login.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,11,-1,-1,-1,-1,-1,1,-1,-1,1
